CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Tokenization;Verb_count;Propn_count;Noun_count;Num_count;Pourcentage_verb_sentence;Pourcentage_propn_sentence;Pourcentage_noun_sentence;Pourcentage_num_sentence;Label
Connaissances approfondies de l'enseignement = Connaissances informatiques générales et bonne utilisation de MS Office  —;Connaissances approfondies de l'enseignement = Connaissances informatiques générales et bonne utilisation de MS Office  —;CV_156;23;17;86.71;13.29;[True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, False, False];['NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'SPACE', 'PUNCT'];Connaissances approfondies de l'enseignement = Connaissances informatiques générales et bonne utilisation de MS Office  —;1;2;4;0;0.058823529411764705;0.11764705882352941;0.23529411764705882;0.0;0
Expérience dans la résolution réussie des conflits  COMPÉTENCES PERTINENTES  Développement social et conseils aux étudiants  ;Expérience dans la résolution réussie des conflits  COMPÉTENCES PERTINENTES  Développement social et conseils aux étudiants  ;CV_156;24;18;93.01;6.99;[True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, False];['NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'SPACE'];Expérience dans la résolution réussie des conflits  COMPÉTENCES PERTINENTES  Développement social et conseils aux étudiants  ;0;1;7;0;0.0;0.05555555555555555;0.3888888888888889;0.0;0
- Gestion de la classe  = Supervision et conseils pour les activités extra-scolaires  ;- Gestion de la classe  = Supervision et conseils pour les activités extra-scolaires  ;CV_156;25;15;98.25;1.75;[False, True, True, True, True, False, False, True, True, True, True, True, True, False, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'SPACE'];- Gestion de la classe  = Supervision et conseils pour les activités extra-scolaires  ;1;0;5;0;0.06666666666666667;0.0;0.3333333333333333;0.0;0
-;-;CV_156;26;1;98.6;1.4;[False];['PUNCT'];-;0;0;0;0;0.0;0.0;0.0;0.0;0
Diplôme de premier secours;Diplôme de premier secours;CV_156;27;4;100.0;0.0;[True, True, True, True];['NOUN', 'ADP', 'ADJ', 'NOUN'];Diplôme de premier secours;0;0;2;0;0.0;0.0;0.5;0.0;0
MON EXPÉRIENCE PROFESSIONNELLE  Je maîtrise la gestion de magasin, j'atteins des objectifs planifiés, je comprends les besoins du marché, et je crée des stratégies pour stimuler le profit.  ;MON EXPÉRIENCE PROFESSIONNELLE  Je maîtrise la gestion de magasin, j'atteins des objectifs planifiés, je comprends les besoins du marché, et je crée des stratégies pour stimuler le profit.  ;CV_157;0;35;10.61;89.39;[True, True, True, False, True, True, True, True, True, True, False, False, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, False];['DET', 'NOUN', 'PROPN', 'SPACE', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'SPACE'];MON EXPÉRIENCE PROFESSIONNELLE  Je maîtrise la gestion de magasin, j'atteins des objectifs planifiés, je comprends les besoins du marché, et je crée des stratégies pour stimuler le profit.  ;5;1;8;0;0.14285714285714285;0.02857142857142857;0.22857142857142856;0.0;0
MES APTITUDES;MES APTITUDES;CV_157;1;2;11.21;88.79;[True, True];['PRON', 'ADV'];MES APTITUDES;0;0;0;0;0.0;0.0;0.0;0.0;0
PROFESSIONNELLES;PROFESSIONNELLES;CV_157;2;1;11.52;88.48;[True];['ADJ'];PROFESSIONNELLES;0;0;0;0;0.0;0.0;0.0;0.0;0
 ; ;CV_157;3;1;11.82;88.18;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
+ Engagement du public + Recherche de contenu  + Analyses de la compétition + Aptitudes à diriger  + Gestion du temps  + Rédacteur publicitaire  ° Blogging  + Coiffeur de mannequin  + Discours en public  + Décorateur d'intérieur  TRAVAILLONS ENSEMBLE;+ Engagement du public + Recherche de contenu  + Analyses de la compétition + Aptitudes à diriger  + Gestion du temps  + Rédacteur publicitaire  ° Blogging  + Coiffeur de mannequin  + Discours en public  + Décorateur d'intérieur  TRAVAILLONS ENSEMBLE;CV_157;4;48;26.36;73.64;[False, True, True, True, False, True, True, True, False, False, True, True, True, True, False, True, True, True, False, False, True, True, True, False, False, True, True, False, False, True, False, False, True, True, True, False, False, True, True, True, False, False, True, False, True, False, True, True];['ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'SPACE', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'PROPN', 'SPACE', 'ADP', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'ADP', 'NOUN', 'ADP', 'ADJ', 'SPACE', 'ADP', 'NOUN', 'ADP', 'ADJ', 'SPACE', 'NOUN', 'VERB'];+ Engagement du public + Recherche de contenu  + Analyses de la compétition + Aptitudes à diriger  + Gestion du temps  + Rédacteur publicitaire  ° Blogging  + Coiffeur de mannequin  + Discours en public  + Décorateur d'intérieur  TRAVAILLONS ENSEMBLE;2;2;15;0;0.041666666666666664;0.041666666666666664;0.3125;0.0;0
!  ;!  ;CV_157;5;2;26.97;73.03;[False, False];['PUNCT', 'SPACE'];!  ;0;0;0;0;0.0;0.0;0.0;0.0;0
Téléphone : 01 23 45 67 89 E-mail: hellositevraimentsuper.fr Linkedin : @sitevraimentsuper.fr 12, rue Baudin, 75000 Paris www.sitevraimentsuper.fr  ;Téléphone : 01 23 45 67 89 E-mail: hellositevraimentsuper.fr Linkedin : @sitevraimentsuper.fr 12, rue Baudin, 75000 Paris www.sitevraimentsuper.fr  ;CV_157;6;22;33.64;66.36;[True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True, True, False, False, True, False, False];['NOUN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'NOUN', 'PUNCT', 'NUM', 'PROPN', 'PUNCT', 'NOUN', 'NUM', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'NUM', 'PROPN', 'ADJ', 'SPACE'];Téléphone : 01 23 45 67 89 E-mail: hellositevraimentsuper.fr Linkedin : @sitevraimentsuper.fr 12, rue Baudin, 75000 Paris www.sitevraimentsuper.fr  ;0;3;5;4;0.0;0.13636363636363635;0.22727272727272727;0.18181818181818182;0
AUTRES;AUTRES;CV_157;7;1;33.94;66.06;[True];['ADJ'];AUTRES;0;0;0;0;0.0;0.0;0.0;0.0;0
ACTIVITÉS  Quand je ne travaille pas, je suis bénévole à la SPA, appelé Les toutous de Cannes.;ACTIVITÉS  Quand je ne travaille pas, je suis bénévole à la SPA, appelé Les toutous de Cannes.;CV_157;8;21;40.3;59.7;[True, False, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False];['NOUN', 'SPACE', 'SCONJ', 'PRON', 'ADV', 'VERB', 'ADV', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT'];ACTIVITÉS  Quand je ne travaille pas, je suis bénévole à la SPA, appelé Les toutous de Cannes.;3;1;3;0;0.14285714285714285;0.047619047619047616;0.14285714285714285;0.0;0
Je m'occupe des tâches administratives et organise des activités de promotion pour l'organisation.;Je m'occupe des tâches administratives et organise des activités de promotion pour l'organisation.;CV_157;9;16;45.15;54.85;[True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, False];['PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT'];Je m'occupe des tâches administratives et organise des activités de promotion pour l'organisation.;2;0;4;0;0.125;0.0;0.25;0.0;0
 ; ;CV_157;10;1;45.45;54.55;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
Alexandre Andrieux  ;Alexandre Andrieux  ;CV_157;11;3;46.36;53.64;[True, True, False];['PROPN', 'PROPN', 'SPACE'];Alexandre Andrieux  ;0;2;0;0;0.0;0.6666666666666666;0.0;0.0;1
Directeur de Magasin     EXPÉRIENCE PROFESSIONNELLE  ;Directeur de Magasin     EXPÉRIENCE PROFESSIONNELLE  ;CV_157;12;7;48.48;51.52;[True, True, True, False, True, True, False];['NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'PROPN', 'SPACE'];Directeur de Magasin     EXPÉRIENCE PROFESSIONNELLE  ;0;2;2;0;0.0;0.2857142857142857;0.2857142857142857;0.0;0
Directeur de magasin  Mogsai;Directeur de magasin  Mogsai;CV_157;13;5;50.0;50.0;[True, True, True, False, True];['NOUN', 'ADP', 'NOUN', 'SPACE', 'PROPN'];Directeur de magasin  Mogsai;0;1;2;0;0.0;0.2;0.4;0.0;0
Pause Pots;Pause Pots;CV_157;14;2;50.61;49.39;[True, True];['NOUN', 'PROPN'];Pause Pots;0;1;1;0;0.0;0.5;0.5;0.0;0
,  tea  + Responsable de l'ensemble des opérations de magasin  + Forme et supervise une équipe de 10 employés + Aide les clients avec tous les aspects du service client  Sous-directeur de magasin  ;,  tea  + Responsable de l'ensemble des opérations de magasin  + Forme et supervise une équipe de 10 employés + Aide les clients avec tous les aspects du service client  Sous-directeur de magasin  ;CV_157;15;39;62.42;37.58;[False, False, True, False, False, True, True, False, True, True, True, True, True, False, False, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, False, False, True, True, False];['PUNCT', 'SPACE', 'X', 'SPACE', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'ADJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE'];,  tea  + Responsable de l'ensemble des opérations de magasin  + Forme et supervise une équipe de 10 employés + Aide les clients avec tous les aspects du service client  Sous-directeur de magasin  ;1;0;13;1;0.02564102564102564;0.0;0.3333333333333333;0.02564102564102564;0
La marque Sainte-Clémence, 2015-2016  + Gestion de l'inventaire hebdomadaire + Gestion des espèces + Conception et mise en œuvre des stratégies pour minimiser les coûts du magasin et augmenter le profit  FORMATION  Université de Saint-Denis  Maîtrise en gestion de produit et de marque, 2016  ;La marque Sainte-Clémence, 2015-2016  + Gestion de l'inventaire hebdomadaire + Gestion des espèces + Conception et mise en œuvre des stratégies pour minimiser les coûts du magasin et augmenter le profit  FORMATION  Université de Saint-Denis  Maîtrise en gestion de produit et de marque, 2016  ;CV_157;16;54;78.79;21.21;[True, True, False, False, False, False, False, False, False, True, True, False, True, True, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, False, False, True, True, True, True, True, True, True, True, False, False, False];['DET', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'SPACE'];La marque Sainte-Clémence, 2015-2016  + Gestion de l'inventaire hebdomadaire + Gestion des espèces + Conception et mise en œuvre des stratégies pour minimiser les coûts du magasin et augmenter le profit  FORMATION  Université de Saint-Denis  Maîtrise en gestion de produit et de marque, 2016  ;3;2;20;1;0.05555555555555555;0.037037037037037035;0.37037037037037035;0.018518518518518517;0
°+_ Moyenne générale de 13/20 Mention bien Présentation de la thèse portant;°+_ Moyenne générale de 13/20 Mention bien Présentation de la thèse portant;CV_157;17;14;83.03;16.97;[False, False, False, True, True, True, False, True, True, True, True, True, True, True];['NOUN', 'ADP', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADV', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB'];°+_ Moyenne générale de 13/20 Mention bien Présentation de la thèse portant;1;0;5;0;0.07142857142857142;0.0;0.35714285714285715;0.0;0
sur «;sur «;CV_157;18;2;83.64;16.36;[True, False];['ADP', 'PUNCT'];sur «;0;0;0;0;0.0;0.0;0.0;0.0;0
Les effets du design intérieur sur les ventes et les opérations de magasin»  Université de Cannes  DUT d'entrepreunariat, 2014  + Major de promotion + Areprésenté l'école dans des compétitions de startup et a gagné la première et la deuxième place + Prix de la meilleure thèse    ;Les effets du design intérieur sur les ventes et les opérations de magasin»  Université de Cannes  DUT d'entrepreunariat, 2014  + Major de promotion + Areprésenté l'école dans des compétitions de startup et a gagné la première et la deuxième place + Prix de la meilleure thèse    ;CV_157;19;54;100.0;0.0;[True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True, True, False, True, False, True, False, False, False, False, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False];['DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'SPACE', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'AUX', 'VERB', 'DET', 'ADJ', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'SPACE'];Les effets du design intérieur sur les ventes et les opérations de magasin»  Université de Cannes  DUT d'entrepreunariat, 2014  + Major de promotion + Areprésenté l'école dans des compétitions de startup et a gagné la première et la deuxième place + Prix de la meilleure thèse    ;1;2;16;1;0.018518518518518517;0.037037037037037035;0.2962962962962963;0.018518518518518517;0
JONATHAN POULAIN  ;JONATHAN POULAIN  ;CV_158;0;3;0.98;99.02;[True, True, False];['PROPN', 'PROPN', 'SPACE'];JONATHAN POULAIN  ;0;2;0;0;0.0;0.6666666666666666;0.0;0.0;1
Etudiants en Conception Web  ;Etudiants en Conception Web  ;CV_158;1;5;2.62;97.38;[True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'PROPN', 'SPACE'];Etudiants en Conception Web  ;0;1;2;0;0.0;0.2;0.4;0.0;0
MON HISTOIRE  ;MON HISTOIRE  ;CV_158;2;3;3.61;96.39;[True, True, False];['DET', 'NOUN', 'SPACE'];MON HISTOIRE  ;0;0;1;0;0.0;0.0;0.3333333333333333;0.0;0
Je suis un développeur Web autodidacte avec une compréhension solide de la Conception Web ainsi que de techniques visant l'amélioration de l'expérience des utilisateurs.;Je suis un développeur Web autodidacte avec une compréhension solide de la Conception Web ainsi que de techniques visant l'amélioration de l'expérience des utilisateurs.;CV_158;3;27;12.46;87.54;[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, False];['PRON', 'AUX', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADV', 'SCONJ', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];Je suis un développeur Web autodidacte avec une compréhension solide de la Conception Web ainsi que de techniques visant l'amélioration de l'expérience des utilisateurs.;1;1;9;0;0.037037037037037035;0.037037037037037035;0.3333333333333333;0.0;0
 ; ;CV_158;4;1;12.79;87.21;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
COMPÉTENCES  ;COMPÉTENCES  ;CV_158;5;2;13.44;86.56;[True, False];['NOUN', 'SPACE'];COMPÉTENCES  ;0;0;1;0;0.0;0.0;0.5;0.0;0
- C++(4/5)  ;- C++4/5  ;CV_158;6;4;14.75;85.25;[False, False, False];['PUNCT', 'PROPN', 'SPACE'];- C++4/5  ;0;1;0;0;0.0;0.25;0.0;0.0;0
- HTML coding (4/5)  ;- HTML coding 4/5  ;CV_158;7;7;17.05;82.95;[False, True, True, False, False];['PUNCT', 'ADV', 'X', 'NUM', 'SPACE'];- HTML coding 4/5  ;0;0;0;1;0.0;0.0;0.0;0.14285714285714285;0
- Javascript (4/5)  - Codelgniter (4/5)  - PHP (3/5)  - SQL (3/5)  ;- Javascript 4/5  - Codelgniter 4/5  - PHP 3/5  - SQL 3/5  ;CV_158;8;24;24.92;75.08;[False, True, False, False, False, True, False, False, False, True, False, False, False, True, False, False];['PUNCT', 'PROPN', 'NUM', 'SPACE', 'PUNCT', 'NOUN', 'NUM', 'SPACE', 'PUNCT', 'PROPN', 'NOUN', 'SPACE', 'PUNCT', 'PROPN', 'NOUN', 'SPACE'];- Javascript 4/5  - Codelgniter 4/5  - PHP 3/5  - SQL 3/5  ;0;3;3;2;0.0;0.125;0.125;0.08333333333333333;0
- UNIX Scripting (2/5)  - WordPress (5/5)  - Search Engine Optimization (4/5)  COORDONNÉES  12 rue de la Paix, 33000 Bordeaux bonjour@sitevraimentsuper.fr www.supersite.fr  Mobile :;- UNIX Scripting 2/5  - WordPress 5/5  - Search Engine Optimization 4/5  COORDONNÉES  12 rue de la Paix, 33000 Bordeaux bonjour@sitevraimentsuper.fr www.supersite.fr  Mobile :;CV_158;9;36;36.72;63.28;[False, True, True, False, False, False, True, False, False, False, True, True, True, False, False, True, False, False, True, True, True, True, False, False, True, False, False, False, True, False];['PUNCT', 'PROPN', 'X', 'DET', 'SPACE', 'PUNCT', 'PROPN', 'NOUN', 'SPACE', 'PUNCT', 'X', 'X', 'X', 'NUM', 'SPACE', 'NOUN', 'SPACE', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM', 'PROPN', 'ADJ', 'NOUN', 'SPACE', 'NOUN', 'PUNCT'];- UNIX Scripting 2/5  - WordPress 5/5  - Search Engine Optimization 4/5  COORDONNÉES  12 rue de la Paix, 33000 Bordeaux bonjour@sitevraimentsuper.fr www.supersite.fr  Mobile :;0;3;6;3;0.0;0.08333333333333333;0.16666666666666666;0.08333333333333333;0
01 23 45 67 89  Fixe :;01 23 45 67 89  Fixe :;CV_158;10;8;39.34;60.66;[False, False, False, False, False, False, True, False];['NOUN', 'DET', 'DET', 'DET', 'DET', 'SPACE', 'NOUN', 'PUNCT'];01 23 45 67 89  Fixe :;0;0;2;0;0.0;0.0;0.25;0.0;0
01 23 45 56 89  AUTRES INTÉRÊTS  ;01 23 45 56 89  AUTRES INTÉRÊTS  ;CV_158;11;9;42.3;57.7;[False, False, False, False, False, False, True, True, False];['NOUN', 'DET', 'DET', 'DET', 'DET', 'SPACE', 'ADJ', 'NOUN', 'SPACE'];01 23 45 56 89  AUTRES INTÉRÊTS  ;0;0;2;0;0.0;0.0;0.2222222222222222;0.0;0
Rôle de la Croissance de la technologie dans notre société moderne;Rôle de la Croissance de la technologie dans notre société moderne;CV_158;12;11;45.9;54.1;[True, True, True, True, True, True, True, True, True, True, True];['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ'];Rôle de la Croissance de la technologie dans notre société moderne;0;0;4;0;0.0;0.0;0.36363636363636365;0.0;0
Création d'entreprises locales Volontariat dans la communauté  Apprentissage des langues étrangères  EXPÉRIENCE DE TRAVAIL  ;Création d'entreprises locales Volontariat dans la communauté  Apprentissage des langues étrangères  EXPÉRIENCE DE TRAVAIL  ;CV_158;13;18;51.8;48.2;[True, False, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'ADJ', 'PROPN', 'ADP', 'DET', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE'];Création d'entreprises locales Volontariat dans la communauté  Apprentissage des langues étrangères  EXPÉRIENCE DE TRAVAIL  ;0;1;7;0;0.0;0.05555555555555555;0.3888888888888889;0.0;0
Développeur Web junior Curtin & Tate LTD.;Développeur Web junior Curtin & Tate LTD.;CV_158;14;8;54.43;45.57;[True, True, True, True, False, True, True, False];['NOUN', 'NOUN', 'X', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PUNCT'];Développeur Web junior Curtin & Tate LTD.;0;3;2;0;0.0;0.375;0.25;0.0;0
| 2018 à présent  Création physique de designs et prototypes fonctionnels pour site web.;| 2018 à présent  Création physique de designs et prototypes fonctionnels pour site web.;CV_158;15;16;59.67;40.33;[False, False, True, True, False, True, True, True, True, True, True, True, True, True, True, False];['ADP', 'NOUN', 'ADP', 'ADJ', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT'];| 2018 à présent  Création physique de designs et prototypes fonctionnels pour site web.;0;0;6;0;0.0;0.0;0.375;0.0;0
Enregistrement de projets en ligne officiel avec SEO.;Enregistrement de projets en ligne officiel avec SEO.;CV_158;16;9;62.62;37.38;[True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PRON', 'PUNCT'];Enregistrement de projets en ligne officiel avec SEO.;0;0;3;0;0.0;0.0;0.3333333333333333;0.0;0
 ; ;CV_158;17;1;62.95;37.05;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
Développeur Web;Développeur Web;CV_158;18;2;63.61;36.39;[True, True];['NOUN', 'NOUN'];Développeur Web;0;0;2;0;0.0;0.0;1.0;0.0;0
adjoint Snapgloss;adjoint Snapgloss;CV_158;19;2;64.26;35.74;[True, True];['NOUN', 'PROPN'];adjoint Snapgloss;0;1;1;0;0.0;0.5;0.5;0.0;0
Corporation;Corporation;CV_158;20;1;64.59;35.41;[True];['PROPN'];Corporation;0;1;0;0;0.0;1.0;0.0;0.0;0
| 2016 à 2017  Fichiers sauvegardés utilis Répondre;| 2016 à 2017  Fichiers sauvegardés utilis Répondre;CV_158;21;9;67.54;32.46;[False, False, True, False, False, True, True, True, True];['NOUN', 'NOUN', 'ADP', 'NUM', 'SPACE', 'NOUN', 'VERB', 'VERB', 'VERB'];| 2016 à 2017  Fichiers sauvegardés utilis Répondre;3;0;3;1;0.3333333333333333;0.0;0.3333333333333333;0.1111111111111111;0
aux demandes par email commandes.;aux demandes par email commandes.;CV_158;22;6;69.51;30.49;[True, True, True, True, True, False];['ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT'];aux demandes par email commandes.;0;0;2;0;0.0;0.0;0.3333333333333333;0.0;0
               de la progression de leurs  ÉDUCATION  Université de Lille  ;               de la progression de leurs  ÉDUCATION  Université de Lille  ;CV_158;23;13;73.77;26.23;[False, True, True, True, True, True, False, True, False, True, True, True, False];['SPACE', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'SPACE'];               de la progression de leurs  ÉDUCATION  Université de Lille  ;0;1;3;0;0.0;0.07692307692307693;0.23076923076923078;0.0;0
BS;BS;CV_158;24;1;74.1;25.9;[True];['X'];BS;0;0;0;0;0.0;0.0;0.0;0.0;0
Web;Web;CV_158;25;1;74.43;25.57;[True];['NOUN'];Web;0;0;1;0;0.0;0.0;1.0;0.0;0
Development;Development;CV_158;26;1;74.75;25.25;[True];['PROPN'];Development;0;1;0;0;0.0;1.0;0.0;0.0;0
| Actuellement un élève     ;| Actuellement un élève     ;CV_158;27;5;76.39;23.61;[False, True, True, True, False];['PUNCT', 'ADV', 'DET', 'VERB', 'SPACE'];| Actuellement un élève     ;1;0;0;0;0.2;0.0;0.0;0.0;0
- Licence Dé:     loppement Web, mention;- Licence Dé:     loppement Web, mention;CV_158;28;9;79.34;20.66;[False, True, True, False, False, True, True, False, True];['PUNCT', 'NOUN', 'SPACE', 'PUNCT', 'SPACE', 'NOUN', 'PROPN', 'PUNCT', 'NOUN'];- Licence Dé:     loppement Web, mention;0;1;3;0;0.0;0.1111111111111111;0.3333333333333333;0.0;0
Bien, 2018;Bien, 2018;CV_158;29;3;80.33;19.67;[True, False, False];['ADV', 'PUNCT', 'NUM'];Bien, 2018;0;0;0;1;0.0;0.0;0.0;0.3333333333333333;0
- Membre de l'équipe de la So le Amis de la Conception Graphique à l'Université;- Membre de l'équipe de la So le Amis de la Conception Graphique à l'Université;CV_158;30;17;85.9;14.1;[False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN'];- Membre de l'équipe de la So le Amis de la Conception Graphique à l'Université;0;1;5;0;0.0;0.058823529411764705;0.29411764705882354;0.0;0
- Remporte le Prix du Meilleur Graphisme 2017     ;- Remporte le Prix du Meilleur Graphisme 2017     ;CV_158;31;9;88.85;11.15;[False, True, True, True, True, True, True, False, False];['PUNCT', 'NOUN', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NUM', 'SPACE'];- Remporte le Prix du Meilleur Graphisme 2017     ;0;0;3;1;0.0;0.0;0.3333333333333333;0.1111111111111111;0
Académie de Lille  Baccalauréat Général, Section Scientifique  ;Académie de Lille  Baccalauréat Général, Section Scientifique  ;CV_158;32;10;92.13;7.87;[True, True, True, False, True, True, False, True, True, False];['NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADJ', 'SPACE'];Académie de Lille  Baccalauréat Général, Section Scientifique  ;0;1;3;0;0.0;0.1;0.3;0.0;0
- Préparation des graphismes pour la Gazette du Lycée Antoinette Fouque;- Préparation des graphismes pour la Gazette du Lycée Antoinette Fouque;CV_158;33;11;95.74;4.26;[False, True, True, True, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN'];- Préparation des graphismes pour la Gazette du Lycée Antoinette Fouque;0;2;4;0;0.0;0.18181818181818182;0.36363636363636365;0.0;0
